sex,qimd,ethnicity,sha,smoking_status,age,total_patient_years,ageband
men,5 least deprived,white,East Midlands,ex_smoker,25,6.9013696093353625,25—29
men,5 least deprived,white,East Midlands,never_smoker,25,9.520547754946728,25—29
men,5 least deprived,white,East Midlands,smoker,25,1,25—29
men,5 least deprived,white,East of England,ex_smoker,25,15.904109430492136,25—29
men,5 least deprived,white,East of England,never_smoker,25,19.71232864028412,25—29
men,5 least deprived,white,East of England,smoker,25,9.926027111872147,25—29
men,5 least deprived,white,London,ex_smoker,25,4.712328640284119,25—29
men,5 least deprived,white,London,never_smoker,25,26.860273782343988,25—29
men,5 least deprived,white,London,smoker,25,4.391780790208016,25—29
men,5 least deprived,white,North East,ex_smoker,25,2.312328735413496,25—29
men,5 least deprived,white,North East,never_smoker,25,8.405479420345003,25—29
men,5 least deprived,white,North East,smoker,25,1.599999968290208,25—29
men,5 least deprived,white,North West,ex_smoker,25,6.8301368911719935,25—29
men,5 least deprived,white,North West,never_smoker,25,15.994520421106037,25—29
men,5 least deprived,white,North West,smoker,25,1.0712328450025368,25—29
men,5 least deprived,white,South Central,ex_smoker,25,15.041095826991375,25—29
men,5 least deprived,white,South Central,never_smoker,25,31.106848997970573,25—29
men,5 least deprived,white,South Central,smoker,25,10.04931490994419,25—29
men,5 least deprived,white,South East Coast,ex_smoker,25,7.9260273021308985,25—29
men,5 least deprived,white,South East Coast,never_smoker,25,17.394520262557077,25—29
men,5 least deprived,white,South East Coast,smoker,25,4.641095858701167,25—29
men,5 least deprived,white,South West,ex_smoker,25,10.27671226534754,25—29
men,5 least deprived,white,South West,never_smoker,25,19.013698281329276,25—29
men,5 least deprived,white,South West,smoker,25,5.260273909183156,25—29
men,5 least deprived,white,West Midlands,ex_smoker,25,7.652054699391172,25—29
men,5 least deprived,white,West Midlands,never_smoker,25,7.619177987062405,25—29
men,5 least deprived,white,West Midlands,smoker,25,6.989041064180619,25—29
men,5 least deprived,white,Yorkshire and the Humber,ex_smoker,25,6.5013697044647385,25—29
men,5 least deprived,white,Yorkshire and the Humber,never_smoker,25,21.961643677067478,25—29
men,5 least deprived,white,Yorkshire and the Humber,smoker,25,2.602739662607813,25—29
women,1 most deprived,bangladeshi,East Midlands,smoker,25,1,25—29
women,1 most deprived,bangladeshi,London,ex_smoker,25,1.4767122970573312,25—29
women,1 most deprived,bangladeshi,London,never_smoker,25,6.780821854388635,25—29
women,1 most deprived,bangladeshi,London,smoker,25,2,25—29
women,1 most deprived,bangladeshi,North East,smoker,25,0.008219146372399797,25—29
women,1 most deprived,bangladeshi,North West,ex_smoker,25,1,25—29
women,1 most deprived,bangladeshi,West Midlands,smoker,25,2,25—30
women,1 most deprived,bangladeshi,Yorkshire and the Humber,ex_smoker,25,1,25—30
women,1 most deprived,bangladeshi,Yorkshire and the Humber,never_smoker,25,3,25—29
women,1 most deprived,black african,East Midlands,never_smoker,25,1.8958903792491122,25—29
women,1 most deprived,black african,East Midlands,smoker,25,1,25—29
women,1 most deprived,black african,East of England,never_smoker,25,1.0438355530187722,25—29
women,1 most deprived,black african,London,ex_smoker,25,2,25—29
women,1 most deprived,black african,London,never_smoker,25,18.794520452815828,25—29
women,1 most deprived,black african,London,smoker,25,4.109588977676307,25—29
women,1 most deprived,black african,North West,ex_smoker,25,2,25—29
women,1 most deprived,black african,North West,never_smoker,25,3,25—29
women,1 most deprived,black african,West Midlands,never_smoker,25,2,25—29
women,1 most deprived,black african,West Midlands,smoker,25,0.23013695459157787,25—29
women,1 most deprived,black african,Yorkshire and the Humber,smoker,25,1,25—29
women,1 most deprived,black caribbean,East of England,ex_smoker,25,1,25—29
women,1 most deprived,black caribbean,East of England,never_smoker,25,2,25—29
women,1 most deprived,black caribbean,London,ex_smoker,25,1.2136985984271944,25—29
women,1 most deprived,black caribbean,London,never_smoker,25,2.8684930872653474,25—29
women,1 most deprived,black caribbean,London,smoker,25,2.9534246258244545,25—29
women,1 most deprived,black caribbean,South West,never_smoker,25,2,25—29
women,1 most deprived,black caribbean,South West,smoker,25,1,25—29
women,1 most deprived,black caribbean,West Midlands,never_smoker,25,1.2821917174023338,25—29
women,1 most deprived,chinese,London,never_smoker,25,2,25—29
women,1 most deprived,chinese,London,smoker,25,0.07945202308472857,25—29
women,1 most deprived,chinese,North West,never_smoker,25,2,25—29
women,1 most deprived,chinese,West Midlands,ex_smoker,25,1,25—30
women,1 most deprived,chinese,West Midlands,never_smoker,25,0.6191780504819888,25—29
women,1 most deprived,chinese,West Midlands,smoker,25,0.8164383244545915,25—29
women,1 most deprived,indian,East Midlands,ex_smoker,25,0.7753424023338408,25—29
women,1 most deprived,indian,East Midlands,never_smoker,25,4.3972601471334345,25—29
women,1 most deprived,indian,East of England,never_smoker,25,0.39726024226281076,25—29
women,1 most deprived,indian,London,ex_smoker,25,3,25—29
women,1 most deprived,indian,London,never_smoker,25,2.1972602105530186,25—29
women,1 most deprived,indian,London,smoker,25,2.2054794203450028,25—29
women,1 most deprived,indian,North West,ex_smoker,25,1.2465753107559614,25—29
women,1 most deprived,indian,North West,never_smoker,25,1.8410958587011668,25—29
women,1 most deprived,indian,South East Coast,smoker,25,1,25—29
women,1 most deprived,indian,West Midlands,never_smoker,25,6,25—29
women,1 most deprived,indian,West Midlands,smoker,25,0.5972602422628107,25—29
women,1 most deprived,indian,Yorkshire and the Humber,never_smoker,25,1,25—29
women,1 most deprived,other,East Midlands,ex_smoker,25,1,25—29
women,1 most deprived,other,East Midlands,never_smoker,25,0.3178081874682902,25—29
women,1 most deprived,other,East of England,never_smoker,25,2,25—29
women,1 most deprived,other,East of England,smoker,25,0.8630136352105531,25—29
women,1 most deprived,other,London,ex_smoker,25,5.252054731100964,25—29
women,1 most deprived,other,London,never_smoker,25,7.736986174530695,25—29
women,1 most deprived,other,London,smoker,25,5.501369767884323,25—29
women,1 most deprived,other,North East,smoker,25,1,25—29
women,1 most deprived,other,North West,ex_smoker,25,1,25—29
women,1 most deprived,other,North West,never_smoker,25,3.0794520230847287,25—29
women,1 most deprived,other,North West,smoker,25,0.9178081874682902,25—29
women,1 most deprived,other,South West,ex_smoker,25,0.10136983130390664,25—29
women,1 most deprived,other,South West,smoker,25,1,25—29
women,1 most deprived,other,West Midlands,ex_smoker,25,0.8547944888381532,25—29
women,1 most deprived,other,West Midlands,never_smoker,25,4,25—29
women,1 most deprived,other,Yorkshire and the Humber,ex_smoker,25,3,25—29
women,1 most deprived,other,Yorkshire and the Humber,never_smoker,25,1,25—29
women,1 most deprived,other,Yorkshire and the Humber,smoker,25,1,25—29
women,1 most deprived,other asian,East Midlands,smoker,25,1,25—29
women,1 most deprived,other asian,East of England,never_smoker,25,1,25—29
women,1 most deprived,other asian,London,ex_smoker,25,1,25—29
women,1 most deprived,other asian,London,never_smoker,25,5.728767028158296,25—29
women,1 most deprived,other asian,London,smoker,25,1.7013697995941146,25—29
women,1 most deprived,other asian,North West,never_smoker,25,1.5808218543886352,25—29
women,1 most deprived,other asian,North West,smoker,25,1.7397259956874684,25—29
women,1 most deprived,other asian,West Midlands,never_smoker,25,2.0547944888381533,25—29
women,1 most deprived,other asian,Yorkshire and the Humber,never_smoker,25,4,25—29
women,1 most deprived,other asian,Yorkshire and the Humber,smoker,25,1,25—29
women,1 most deprived,pakistani,East Midlands,ex_smoker,25,0.6684931189751395,25—29
women,1 most deprived,pakistani,East Midlands,never_smoker,25,1,25—29
women,1 most deprived,pakistani,East of England,smoker,25,1,25—29
women,1 most deprived,pakistani,London,never_smoker,25,2,25—29
women,1 most deprived,pakistani,North East,never_smoker,25,1.441095826991375,25—29
women,1 most deprived,pakistani,North West,ex_smoker,25,1,25—29
women,1 most deprived,pakistani,North West,never_smoker,25,7.799999873160832,25—29
women,1 most deprived,pakistani,North West,smoker,25,1,25—29
women,1 most deprived,pakistani,South West,never_smoker,25,0.22465750253678335,25—29
women,1 most deprived,pakistani,West Midlands,ex_smoker,25,2,25—29
women,1 most deprived,pakistani,West Midlands,never_smoker,25,6.350684836377473,25—29
women,1 most deprived,pakistani,West Midlands,smoker,25,1,25—29
women,1 most deprived,pakistani,Yorkshire and the Humber,ex_smoker,25,1.8246575025367835,25—29
women,1 most deprived,pakistani,Yorkshire and the Humber,never_smoker,25,5.432876585489599,25—29
women,1 most deprived,pakistani,Yorkshire and the Humber,smoker,25,2,25—29
women,1 most deprived,white,East Midlands,ex_smoker,25,11.172602612886859,25—29
women,1 most deprived,white,East Midlands,never_smoker,25,18.90958885083714,25—29
women,1 most deprived,white,East Midlands,smoker,25,12.967123033992896,25—29
women,1 most deprived,white,East of England,ex_smoker,25,4.599999873160832,25—29
women,1 most deprived,white,East of England,never_smoker,25,9.569862981988837,25—29
women,1 most deprived,white,East of England,smoker,25,8.227397165144597,25—29
women,1 most deprived,white,London,ex_smoker,25,19.3369861428209,25—29
women,1 most deprived,white,London,never_smoker,25,21.364383276255708,25—29
women,1 most deprived,white,London,smoker,25,25.567122907153728,25—29
women,1 most deprived,white,North East,ex_smoker,25,5.931506690766109,25—29
women,1 most deprived,white,North East,never_smoker,25,21.47123252790462,25—29
women,1 most deprived,white,North East,smoker,25,13.186301274733637,25—29
women,1 most deprived,white,North West,ex_smoker,25,29.454794330289193,25—29
women,1 most deprived,white,North West,never_smoker,25,37.493150145865044,25—29
women,1 most deprived,white,North West,smoker,25,32.369862442922376,25—29
women,1 most deprived,white,South Central,ex_smoker,25,3.767123224251649,25—29
women,1 most deprived,white,South Central,never_smoker,25,4.936986269660071,25—29
women,1 most deprived,white,South Central,smoker,25,2.17808216007103,25—29
women,1 most deprived,white,South East Coast,ex_smoker,25,5,25—29
women,1 most deprived,white,South East Coast,never_smoker,25,4.517808124048706,25—29
women,1 most deprived,white,South East Coast,smoker,25,4.520547850076103,25—29
women,1 most deprived,white,South West,ex_smoker,25,7.334246511922882,25—29
women,1 most deprived,white,South West,never_smoker,25,11.975342370624048,25—29
women,1 most deprived,white,South West,smoker,25,5.471232718163368,25—29
women,1 most deprived,white,West Midlands,ex_smoker,25,11.832876458650432,25—29
women,1 most deprived,white,West Midlands,never_smoker,25,30.682191368594623,25—29
women,1 most deprived,white,West Midlands,smoker,25,19.93150656392694,25—29
women,1 most deprived,white,Yorkshire and the Humber,ex_smoker,25,17.553424467275494,25—29
women,1 most deprived,white,Yorkshire and the Humber,never_smoker,25,29.654794235159816,25—29
women,1 most deprived,white,Yorkshire and the Humber,smoker,25,21.019177860223238,25—29
women,2,bangladeshi,East of England,never_smoker,25,1,25—29
women,2,bangladeshi,London,ex_smoker,25,0.063013666920345,25—29
women,2,bangladeshi,London,never_smoker,25,3.167123255961441,25—29
women,2,bangladeshi,London,smoker,25,1,25—29
women,2,bangladeshi,South Central,never_smoker,25,1,25—29
women,2,bangladeshi,West Midlands,never_smoker,25,0.9013698313039067,25—29
women,2,black african,East of England,never_smoker,25,2,25—29
women,2,black african,London,ex_smoker,25,4.564383529934044,25—29
women,2,black african,London,never_smoker,25,13.34520525748351,25—29
women,2,black african,North West,never_smoker,25,0.8082191463723998,25—29
women,2,black african,West Midlands,never_smoker,25,1,25—29
women,2,black caribbean,East Midlands,never_smoker,25,1,25—29
women,2,black caribbean,East Midlands,smoker,25,1,25—29
women,2,black caribbean,London,ex_smoker,25,1.5506848997970573,25—29
women,2,black caribbean,London,never_smoker,25,5.545205352612887,25—29
women,2,black caribbean,London,smoker,25,2,25—29
women,2,black caribbean,South Central,ex_smoker,25,1,25—29
women,2,chinese,East Midlands,never_smoker,25,1,25—29
women,2,chinese,London,ex_smoker,25,2,25—29
women,2,chinese,London,never_smoker,25,3.5643834982242515,25—29
women,2,chinese,London,smoker,25,1,25—29
women,2,chinese,North West,ex_smoker,25,1,25—29
women,2,chinese,North West,never_smoker,25,2.31780818746829,25—29
women,2,chinese,South West,never_smoker,25,1,25—29
women,2,chinese,West Midlands,smoker,25,1,25—30
women,2,chinese,Yorkshire and the Humber,never_smoker,25,1,25—29
women,2,indian,East Midlands,ex_smoker,25,0.6164383244545916,25—29
women,2,indian,East Midlands,never_smoker,25,4,25—29
women,2,indian,East of England,never_smoker,25,1,25—29
women,2,indian,London,ex_smoker,25,0.04383558472856418,25—29
women,2,indian,London,never_smoker,25,5.010958840690005,25—29
women,2,indian,London,smoker,25,2,25—29
women,2,indian,North East,never_smoker,25,1,25—30
women,2,indian,North East,smoker,25,1,25—30
women,2,indian,North West,never_smoker,25,1,25—29
women,2,indian,South Central,never_smoker,25,4.087671201166921,25—29
women,2,indian,South East Coast,ex_smoker,25,1,25—29
women,2,indian,South East Coast,never_smoker,25,1.0602739408929478,25—29
women,2,indian,South West,ex_smoker,25,0.14520544774226282,25—29
women,2,indian,West Midlands,never_smoker,25,1,25—29
women,2,indian,Yorkshire and the Humber,smoker,25,0.2575342148655505,25—29
women,2,other,East Midlands,ex_smoker,25,0.27397257102993405,25—29
women,2,other,East Midlands,smoker,25,1,25—29
women,2,other,East of England,never_smoker,25,1,25—29
women,2,other,London,ex_smoker,25,3.682191717402334,25—29
women,2,other,London,never_smoker,25,5.871232654743785,25—29
women,2,other,London,smoker,25,3.37808216007103,25—29
women,2,other,North East,never_smoker,25,1,25—30
women,2,other,North East,smoker,25,1,25—29
women,2,other,North West,ex_smoker,25,1,25—29
women,2,other,North West,never_smoker,25,2.052054762810756,25—29
women,2,other,North West,smoker,25,1,25—29
women,2,other,South Central,ex_smoker,25,1,25—29
women,2,other,South Central,never_smoker,25,1,25—29
women,2,other,South East Coast,never_smoker,25,1.9999999682902079,25—29
women,2,other,South West,never_smoker,25,0.6246575025367833,25—29
women,2,other,South West,smoker,25,1,25—29
women,2,other,West Midlands,ex_smoker,25,0.19178079020801622,25—29
women,2,other,West Midlands,never_smoker,25,1,25—29
women,2,other,West Midlands,smoker,25,1,25—29
